"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1924757019325825208","Tue May 20 09:20:08 +0000 2025","0","15.29 Situasi arus lalu lintas di Traffic Light Tugu Tani arah Gambir dan sebaliknya arah Kwitang terpantau lancar. https://t.co/fmWvnbo0wx","1924757019325825208","https://pbs.twimg.com/media/GrYcTLNbAAEGVE5.jpg","","in","","0","0","0","https://x.com/undefined/status/1924757019325825208","76647722",
"1924730488834687377","Tue May 20 07:34:42 +0000 2025","0","14.29 #Polri Sat Lantas Jaktim melakukan penindakan dengan Tilang kepada pengendara Mobil yang menggunakan TNKB (Tanda Nomor Kendaraan Bermotor) tidak sesuai peruntukannya di Traffic Light Halim Baru Jl. Mayjend Sutoyo Cawang Jakarta Timur situasi terpantau kondusif. https://t.co/zCnFSAYpuD","1924730488834687377","https://pbs.twimg.com/media/GrYEJsNbAAAiT8z.jpg","","in","","0","0","0","https://x.com/undefined/status/1924730488834687377","76647722",
"1924728061016342758","Tue May 20 07:25:04 +0000 2025","2","14.00 Situasi arus lalu lintas di Kolong Tol Cakung tepatnya depan Pospol Cakung terpantau lancar. https://t.co/8ZC7zeclma","1924728061016342758","https://pbs.twimg.com/media/GrYB9sPbAAI8koB.jpg","","in","","0","0","0","https://x.com/undefined/status/1924728061016342758","76647722",
"1924691604067196959","Tue May 20 05:00:12 +0000 2025","1","11.55 Terjadi kecelakaan tunggal sebuah truk terguling di ruas Tol Jagorawi sebrang RS. Polri mengarah exit Kodam Cawang. Saat ini masih dalam penanganan petugas Sat PJR Dit Lantas PMJ. Situasi arus lalu-lintas menjelang lokasi terjadi kepadatan. https://t.co/Pd50sQPc1J","1924691604067196959","https://pbs.twimg.com/media/GrXgtXKbAAMjFRS.jpg","","in","","1","0","0","https://x.com/undefined/status/1924691604067196959","76647722",
"1924666325135434020","Tue May 20 03:19:45 +0000 2025","4","10.15 Situasi arus lalu-lintas di sekitaran kolong Ladokgi Sekat 2 Jl. Gatot Subroto mengarah Jl. Gerbang Pemuda Senayan dan Slipi terpantau ramai lancar. https://t.co/XXZnRC2rEo","1924666325135434020","https://pbs.twimg.com/amplify_video_thumb/1924666204339527681/img/83hnTBOaedJTXJQk.jpg","","in","","0","0","0","https://x.com/undefined/status/1924666325135434020","76647722",
"1924649609688977773","Tue May 20 02:13:19 +0000 2025","4","09.10 Anggota Sat PJR Dit Lantas PMJ melaksanakan kegiatan pengamanan dan pengaturan sebuah truk yang mengalami gangguan kempes ban di ruas Tol Wiyoto Wiyono Km. 17 Tanjung Priok arah Pluit. Situasi arus lalu-lintas menjelang lokasi terpantau padat. https://t.co/uz2RZknVVZ","1924649609688977773","https://pbs.twimg.com/amplify_video_thumb/1924649555934707712/img/pefxRPToEGkyF7za.jpg","","in","","0","0","1","https://x.com/undefined/status/1924649609688977773","76647722",
"1924646598862365120","Tue May 20 02:01:22 +0000 2025","5","08.51 Situasi arus lalu-lintas pagi hari di sekitaran keluaran Tol Tangerang dari Kebon Jeruk menuju Tomang Biak Grogol dan Slipi terpantau ramai lancar. https://t.co/homK5ywZfZ","1924646598862365120","https://pbs.twimg.com/amplify_video_thumb/1924646475885379590/img/7-lwGd428UEqKdfp.jpg","","in","","0","0","0","https://x.com/undefined/status/1924646598862365120","76647722",
"1924643314881695860","Tue May 20 01:48:19 +0000 2025","2","08.35 Situasi arus lalu-lintas pagi hari di sekitaran GT. Cawang untuk ruas Tol Dalam Kota maupun arteri Jl. MT. Haryono dari Cawang menuju Pancoran terpantau ramai cenderung padat. https://t.co/MvtHYthgKa","1924643314881695860","https://pbs.twimg.com/amplify_video_thumb/1924643195847376902/img/BFpQkPyeXbEi5mhQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1924643314881695860","76647722",
"1924631888293204245","Tue May 20 01:02:54 +0000 2025","2","07.59 Situasi arus lalu-lintas dilampu merah Fatmawati Jaksel arah Lebak bulus terpantau padat https://t.co/0ZKBa6YtvG","1924631888293204245","https://pbs.twimg.com/amplify_video_thumb/1924631836824895492/img/DqEZyeFDHn92rB2H.jpg","","in","","0","0","0","https://x.com/undefined/status/1924631888293204245","76647722",
"1924605192408072335","Mon May 19 23:16:49 +0000 2025","5","06.15 Situasi arus lalulintas di lampu merah Cempaka Putih Jakpus terpantau lancar https://t.co/7Tc3xWIgsS","1924605192408072335","https://pbs.twimg.com/amplify_video_thumb/1924605077106601984/img/AwSlVLuun6YxsDHL.jpg","","in","","0","0","0","https://x.com/undefined/status/1924605192408072335","76647722",
